Date,ProductName,Quantity,UnitPrice,StoreLocation,PaymentType,PromotionApplied,Weather,Temperature,StaffPerformanceRating,CustomerFeedback,DeliveryTime_min,OrderType,CustomerName,CustomerAddress,Customer_PhoneNumber,CustomerEmail,Staff_Name,Staff_Email,DayOfWeek,TotalSales
2023-01-21 03:00:00,Chocolate Cake,5,18.520746449629023,South,Online,True,Sunny,30.07668905382299,Average,Negative,54,In Store,Tristan Jimenez,"9508 Gina Canyon
New Tiffany, AZ 27745",727.347.2038,ashleysanders@example.com,David Brown,turnerlydia@example.org,Saturday,92.60373224814512
2023-01-21 04:00:00,Chocolate Cake,4,7.307105369624116,East,Online,False,Cloudy,25.915117195259967,Poor,,52,In Store,Kenneth Martin,"8027 Ashley Skyway Apt. 593
Williefort, MN 77322",4114955125,nelsonallison@example.com,Peter Orozco,christopher67@example.org,Saturday,29.228421478496465
2023-01-21 05:00:00,Pizza Pepperoni,3,19.85129564101223,North,Cash,True,Sunny,20.01926638290202,Poor,,54,In Store,Robert Andrews,"098 York Port Suite 096
Mariaburgh, AZ 81703",772.758.1589x90503,gomezkimberly@example.com,Jose Taylor,david68@example.org,Saturday,59.553886923036686
2023-01-21 06:00:00,Cheesecake,5,19.322704895577022,North,Online,False,Rainy,21.80238888103433,Poor,,16,Online Order,Donna Miller,"0163 Bates Light Suite 021
Lake Daniel, GU 68469",557-345-2055x66539,nancy14@example.com,Makayla Morgan,rayjames@example.com,Saturday,96.61352447788511
2023-01-21 07:00:00,Fruit Cake,4,12.420127843869249,South,Online,False,Cloudy,28.01831817134059,Poor,Positive,53,Phone Order,Dana Diaz,"6581 Donna Cliffs
New Randy, ND 06108",(757)614-1542,,Joy Rivera,hflores@example.net,Saturday,49.680511375476996
2023-01-21 08:00:00,Red Velvet Cake,1,12.690803717189421,East,Cash,False,Rainy,30.126948287666295,Good,Negative,24,In Store,Theresa Thompson,"04111 Donovan Dale Apt. 244
Anthonytown, OH 71308",788.296.8642,james46@example.com,Lynn Rodriguez,nathaniel99@example.com,Saturday,12.690803717189421
2023-01-21 09:00:00,Red Velvet Cake,1,12.223240104137815,North,Credit Card,False,Cloudy,26.26172425844694,Good,Neutral,58,Online Order,Anthony Mendez,"978 Taylor Rest Apt. 397
Grahammouth, NM 02070",(842)390-0229x327,jamie61@example.org,Daniel Lee,katherinepalmer@example.org,Saturday,12.223240104137815
2023-01-21 10:00:00,Chocolate Cake,2,14.531654684892839,South,Credit Card,False,Sunny,30.960185172925854,Average,Negative,31,Phone Order,Randy Reid,"3149 Julia Mill
Evelynmouth, CT 23470",5144208139,patricia94@example.com,Steven Jones,howelladam@example.com,Saturday,29.063309369785678
2023-01-21 11:00:00,Red Velvet Cake,4,6.360825533523966,West,Online,True,Sunny,27.827934429982683,Average,Negative,21,Online Order,Cynthia Davis,"915 Lawrence Roads Apt. 832
Robertmouth, MH 73122",001-958-490-2158x4629,kdaniel@example.net,Joseph Whitaker,carpenteramanda@example.com,Saturday,25.443302134095862
2023-01-21 12:00:00,Carrot Cake,1,5.489269225123498,West,Credit Card,False,Sunny,21.11264293391468,Poor,Positive,54,In Store,Lisa Hall,"728 Campbell Way Suite 753
Chandlerfort, VI 54423",722-888-5563x710,karen51@example.net,Jackie Gonzalez,edwardsalyssa@example.org,Saturday,5.489269225123498
2023-01-21 13:00:00,Vanilla Cake,3,5.865543926238483,West,Credit Card,False,Sunny,22.880243764519232,Poor,Neutral,53,Online Order,Robin Payne,"252 Horn Shore
South Elizabethburgh, CO 17609",(506)288-3785,jbenitez@example.com,Joseph Wilson,stephen06@example.net,Saturday,17.596631778715448
2023-01-21 14:00:00,Pizza Beef Double decker,4,11.665480238622717,East,Credit Card,False,Cloudy,32.59997334865915,Poor,Negative,18,Online Order,Mary Johnson,"029 Young Islands Suite 601
Lake Natashaville, PW 92957",375-573-1611,christian30@example.net,Tracy Walker,duffyjohnny@example.com,Saturday,46.66192095449087
2023-01-21 15:00:00,Pizza Pepperoni,3,9.13321908829225,South,Credit Card,True,Rainy,30.87369119936659,Average,Positive,49,Online Order,Jacob Dixon,"78252 Taylor Course Suite 722
Julieborough, WI 50611",(728)820-1372x8319,lwarren@example.com,Sarah Smith,steven17@example.com,Saturday,27.39965726487675
2023-01-21 16:00:00,Cheesecake,3,14.330593435564907,South,Online,False,Sunny,33.42142980518742,Poor,Negative,50,Online Order,Stephen Simmons,"8410 Williams Pike Apt. 670
South Edward, IA 02360",657.505.4673x66081,kimberly49@example.com,Kimberly Garcia,jenniferreed@example.net,Saturday,42.99178030669472
2023-01-21 17:00:00,Cheesecake,1,19.886634340621683,North,Credit Card,False,Cloudy,21.763358736814048,Excellent,Negative,45,Phone Order,Jon Smith MD,"USNV Griffin
FPO AA 00875",332-889-5958x7970,steven59@example.com,Mr. William Garrison DDS,ricesarah@example.com,Saturday,19.886634340621683
2023-01-21 18:00:00,Pizza Margherita,4,10.794847596146989,North,Credit Card,True,Rainy,34.85333801922611,Average,Positive,39,In Store,Dr. Robert Medina,"4208 Griffin Mountain
North Linda, AK 14414",5209192280,garciaalexander@example.org,Daniel Christian,hendricksshane@example.org,Saturday,43.179390384587954
2023-01-21 19:00:00,Pizza Beef Double decker,5,13.6076188115677,North,Cash,False,Sunny,23.141100709249002,Excellent,Positive,55,Phone Order,James Hart,"875 Justin Pine
South Heather, ID 17561",823.229.6072x658,rachelolson@example.org,Laura Walters,brittany97@example.org,Saturday,68.0380940578385
2023-01-21 20:00:00,Chocolate Cake,1,11.234058438610031,South,Online,False,Rainy,20.176698144299632,Poor,Neutral,27,Online Order,Lisa Wilkinson,"0666 Crawford Estates
West Ryan, FL 98865",917-350-5776x33158,lcurtis@example.net,Thomas Mason,williamrivas@example.org,Saturday,11.234058438610031
2023-01-21 21:00:00,Carrot Cake,1,17.709075015827892,North,Cash,True,Sunny,34.96134408580331,Good,Negative,32,Online Order,Monique Anderson,"242 Jamie Cape Apt. 161
Alyssaburgh, VT 03451",290-404-8149,iwalker@example.com,Amy Lowery,,Saturday,17.709075015827892
2023-01-21 22:00:00,Vanilla Cake,4,18.53354605193357,South,Cash,False,Rainy,24.216108281676696,Excellent,Neutral,35,In Store,Robert Mcclure,"1170 Jorge Drive Suite 261
Lake Jamie, PR 60468",3452495382,davidgomez@example.org,Stacey Mckenzie,wilsonbenjamin@example.net,Saturday,74.13418420773428
2023-01-21 23:00:00,Vanilla Cake,4,18.160334183078902,South,Online,False,Rainy,,Average,Positive,15,In Store,Patrick Alexander,"0521 Mercer Park Apt. 757
Nicholasport, WY 55619",+1-760-763-4193,gonzalesamber@example.com,Jennifer Herman,mwilson@example.com,Saturday,72.64133673231561
2023-01-22 00:00:00,Carrot Cake,3,19.61558358018886,West,Credit Card,False,Sunny,22.65023471264458,Excellent,Positive,50,Phone Order,Suzanne Smith,"695 Gutierrez Drive
South Dalton, MN 89932",(210)271-8926,jefferywaters@example.com,Phillip Vincent,mary03@example.com,Sunday,58.846750740566584
2023-01-22 01:00:00,Fruit Cake,4,5.41278777710623,North,Cash,False,Cloudy,28.703427982987126,Average,Negative,22,Phone Order,Theresa Stanley,"427 Jessica Shoal Suite 277
North Erin, AS 93068",001-952-260-1400x746,simpsonalexander@example.net,William Reynolds,ivalentine@example.net,Sunday,21.65115110842492
2023-01-22 02:00:00,Pizza Margherita,3,17.597242432182966,West,Online,False,Rainy,33.560524796818385,Poor,Neutral,35,In Store,David Odonnell,"6674 Hines Springs Suite 622
Nguyenville, FM 25013",217-484-7780,hansendeborah@example.net,Todd Rivera,,Sunday,52.7917272965489
2023-01-22 03:00:00,Cheesecake,1,16.276582595586397,East,Credit Card,True,Sunny,24.80271751142658,Excellent,Neutral,57,Phone Order,Curtis Hernandez,"980 Lawrence Stream
West Grantburgh, TN 47950",+1-724-362-1021x89176,stacy55@example.org,Taylor Mcmahon,oguzman@example.org,Sunday,16.276582595586397
2023-01-22 04:00:00,Pizza Beef Double decker,2,8.430416141005471,East,Online,True,Rainy,30.05380964066539,Good,Negative,35,Online Order,Peter Bennett,"20652 Lewis Meadows
Port Theresa, ME 49930",+1-891-995-7757x176,collinslinda@example.net,Patrick Diaz,nnewton@example.org,Sunday,16.860832282010943
2023-01-22 05:00:00,Red Velvet Cake,5,19.344801400812912,East,Cash,True,Rainy,22.818553831976246,Excellent,Negative,41,Online Order,Danielle Sanders,"325 Brown Forks
Christopherfurt, OR 40024",3492919464,,James Simmons,,Sunday,96.72400700406456
2023-01-22 06:00:00,Pizza Margherita,1,7.2226689234491825,South,Credit Card,False,Cloudy,29.37193098078088,Good,Neutral,33,In Store,Cindy Wilson,"Unit 5084 Box 9096
DPO AP 86236",(900)949-5251x446,,Michael Vang,karenrosario@example.net,Sunday,7.2226689234491825
2023-01-22 07:00:00,Pizza Beef Double decker,4,15.193248907008625,South,Credit Card,False,Rainy,,Average,Positive,37,Phone Order,Nathan Robinson,"468 Kristen Port
Millerview, DC 36829",998-733-0060,melissa55@example.org,Ashley Martinez,shayden@example.com,Sunday,60.7729956280345
2023-01-22 08:00:00,Pizza Pepperoni,5,8.373353252238687,South,Online,False,Rainy,23.168123878819276,Poor,Positive,57,Online Order,Hannah Flores,"6475 Ricky Forks Apt. 307
Janemouth, PW 29430",(906)299-3019x72355,griffincarol@example.net,Clifford Moon,daniel86@example.com,Sunday,41.86676626119343
2023-01-22 09:00:00,Pizza Pepperoni,2,11.47070973161112,North,Credit Card,True,Sunny,24.697730760554528,Poor,Negative,49,In Store,Audrey Richardson,"48311 Russell Cliff Apt. 656
South Jaclynchester, AZ 42853",(518)913-3773x83459,douglas70@example.org,Frank Salinas,astrong@example.net,Sunday,22.94141946322224
2023-01-22 10:00:00,Pizza Margherita,2,15.787398454168533,West,Cash,False,Sunny,22.68261602761699,Good,Neutral,54,Phone Order,Tracy Diaz,"24842 Valerie Drive Apt. 019
Port George, ME 58752",001-311-560-1574x9389,cortiz@example.com,John Mendoza,jim55@example.org,Sunday,31.574796908337067
2023-01-22 11:00:00,Chocolate Cake,3,13.4498696304957,South,Cash,False,Cloudy,33.528741617568244,Average,,56,Online Order,Marcus Butler,"3743 Lindsey Canyon
Susantown, NE 67705",+1-966-626-7832,william81@example.net,Michelle Hernandez,zparker@example.net,Sunday,40.3496088914871
2023-01-22 12:00:00,Pizza Beef Double decker,5,11.412527469921676,West,Cash,False,Rainy,25.957803294756932,Poor,Neutral,19,Phone Order,Samuel Salazar,"53121 Marissa Glen
West Sherylbury, AZ 62765",+1-989-257-2508x02077,kristiewalker@example.net,Tammy Cervantes,richardjackson@example.org,Sunday,57.06263734960838
2023-01-22 13:00:00,Pizza Beef Double decker,3,9.895076463979809,West,Online,True,Rainy,23.67918957461551,Average,,55,Phone Order,Caitlin Smith,"98859 Deborah Isle Suite 034
Robertside, VA 11629",526-987-6705x70130,franciscojohnson@example.org,Matthew Bailey,randalldavis@example.org,Sunday,29.685229391939426
2023-01-22 14:00:00,Carrot Cake,1,17.594894835631855,West,Credit Card,True,Rainy,26.726117615238994,Good,Positive,22,Phone Order,Michael Fisher,"824 Brown Flat Apt. 672
Port Travismouth, CA 32445",+1-422-814-7140x793,ortizshannon@example.net,Cynthia Davis,jose88@example.org,Sunday,17.594894835631855
2023-01-22 15:00:00,Chocolate Cake,5,7.157215254722206,North,Credit Card,False,Cloudy,24.808042502097432,Good,Neutral,25,In Store,Robert Williams,"175 Curtis Trafficway
Jamesport, CA 78426",(572)407-7118x706,pramos@example.com,Devin York,dana10@example.com,Sunday,35.78607627361103
2023-01-22 16:00:00,Cheesecake,1,11.451543147947001,North,Credit Card,False,Rainy,31.16628880719989,Excellent,Neutral,30,Online Order,Amanda Gray,"2210 Carol Well Suite 585
Davidborough, OH 61894",(488)631-2286,rcurtis@example.org,Joseph Rodriguez,rwheeler@example.com,Sunday,11.451543147947001
2023-01-22 17:00:00,Cheesecake,3,18.556363576627135,East,Cash,False,Sunny,34.56829867828242,Poor,Negative,53,In Store,Kerri Taylor,"962 Steven Turnpike Apt. 787
Carolton, VT 70610",969-246-4908x607,william80@example.net,Kevin Smith,holly40@example.org,Sunday,55.669090729881404
2023-01-22 18:00:00,Red Velvet Cake,5,17.687743256899516,East,Credit Card,True,Cloudy,26.5705048504647,Poor,,38,Online Order,Michael Trevino,"33136 Erin Views
West Teresa, DC 60663",(556)559-0105x50341,rjackson@example.org,Anna Harris,allison31@example.net,Sunday,88.43871628449759
2023-01-22 19:00:00,Vanilla Cake,3,11.014126437095701,West,Cash,True,Sunny,32.91550099958361,Excellent,Neutral,35,Online Order,Robert Wilson,"77680 Bryan Circles Suite 820
Conwayfurt, SC 64270",001-274-244-8263x3356,oburton@example.org,Jessica Jones,williamsjuan@example.org,Sunday,33.04237931128711
2023-01-22 20:00:00,Pizza Pepperoni,5,16.446625454019625,East,Credit Card,True,Sunny,28.487946103394293,Good,Neutral,37,In Store,Jamie Wagner,"167 Philip Lakes Suite 157
Bartlettmouth, VI 39964",690-465-5021x229,,Christopher Cox,melissajohnson@example.org,Sunday,82.23312727009812
2023-01-22 21:00:00,Cheesecake,3,17.34741246063289,West,Cash,False,Cloudy,22.3585349764135,Good,,52,In Store,Eric Fritz,"802 Jeffrey Camp
Jamesfort, MS 04114",+1-778-469-4170x46596,bradleytammy@example.org,Brittany Johnson,ccummings@example.net,Sunday,52.042237381898666
2023-01-22 22:00:00,Chocolate Cake,2,18.333311360054445,North,Credit Card,True,Sunny,30.359341131220123,Good,Neutral,22,Online Order,Christopher Randall,"USNV Williams
FPO AA 35896",(897)271-3724,oarnold@example.org,Amy Jones,yolandagarcia@example.com,Sunday,36.66662272010889
2023-01-22 23:00:00,Pizza Beef Double decker,3,13.167586535738419,North,Online,False,Rainy,27.701517456887302,Good,Negative,21,Online Order,Paula Mata,"5803 Carlos Harbors Apt. 583
Billshire, AL 41107",(929)838-4705x58963,robert04@example.com,Matthew Nelson,michael64@example.org,Sunday,39.50275960721525
2023-01-23 00:00:00,Cheesecake,2,8.066913290820677,North,Online,False,Cloudy,29.75909784878155,Average,Positive,16,Online Order,Claire Graham,"43483 Sabrina Inlet Apt. 007
West Timothy, PR 52540",503-503-7874x4998,sextonstacey@example.org,Carla Burns,bakerbrittany@example.net,Monday,16.133826581641355
2023-01-23 01:00:00,Pizza Beef Double decker,3,8.829636147558976,South,Cash,True,Sunny,33.345311188574975,Poor,Negative,44,Phone Order,Juan Ward,"3902 Garcia Brook Suite 686
Lake Josephtown, MD 80371",782-562-7188x28881,,Christopher Holland,pkane@example.net,Monday,26.488908442676927
2023-01-23 02:00:00,Cheesecake,5,9.435420110624063,West,Cash,False,Rainy,,Poor,,27,Online Order,Aaron Morton,"05327 James Viaduct
Matthewstad, IA 77748",001-933-309-0032x505,,Kevin Mahoney,annafuller@example.com,Monday,47.17710055312032
2023-01-23 03:00:00,Pizza Pepperoni,5,13.907037212144232,North,Credit Card,True,Rainy,33.51766434826033,Good,Positive,37,In Store,Tiffany Waters,"48531 Laura Stravenue Suite 558
Williammouth, AL 50114",915.716.8609x947,fernandezadam@example.net,David Everett,taylortyler@example.net,Monday,69.53518606072116
2023-01-23 04:00:00,Cheesecake,5,5.492144361929126,West,Credit Card,False,Sunny,31.26003521422482,Good,Negative,43,In Store,Jessica Carson,"8342 Julia Trail
Stephanieberg, DC 84385",3525259935,twu@example.org,Matthew Knox,iwalker@example.com,Monday,27.460721809645634
2023-01-23 05:00:00,Chocolate Cake,4,14.540637031699525,East,Online,False,Rainy,27.329073888169773,Good,Neutral,52,In Store,Bobby Bishop,"5944 Watson Motorway Apt. 542
North Jimmy, MP 50944",(982)673-1864,johngill@example.net,Brittney Doyle,leejustin@example.com,Monday,58.1625481267981
2023-01-23 06:00:00,Cheesecake,1,10.46531357642348,East,Credit Card,True,Cloudy,29.048332034869453,Poor,Negative,51,Online Order,Marissa Harris,"7279 Sanchez Groves
Port Brian, GU 25573",001-992-653-8533,cherryjason@example.com,Kathryn Smith,james34@example.net,Monday,10.46531357642348
2023-01-23 07:00:00,Vanilla Cake,5,9.428627037344633,North,Cash,False,Sunny,24.88371698778517,Poor,Positive,34,Online Order,Joshua Patterson,"81434 Lane Street
Averyville, ND 86786",+1-989-611-5996x5826,hjohnson@example.net,Michelle Wilson,jerry40@example.org,Monday,47.143135186723164
2023-01-23 08:00:00,Pizza Pepperoni,2,18.192448560921896,West,Cash,False,Rainy,34.75395949608161,Good,Positive,47,Phone Order,Carla Gillespie,"5329 Duane Street
East Charles, MS 91917",590.450.3352x47705,davidhammond@example.org,Mrs. Stacy Cunningham,mary86@example.net,Monday,36.38489712184379
2023-01-23 09:00:00,Chocolate Cake,5,11.900035933711983,North,Cash,False,Rainy,30.01026744575594,Average,Positive,43,Phone Order,Veronica Wilson,"3727 Caldwell Branch
East Theresa, HI 25615",+1-332-343-9683x8214,zamoralinda@example.com,Stephanie Harrington,shepardtiffany@example.net,Monday,59.500179668559916
2023-01-23 10:00:00,Carrot Cake,4,6.425795682990392,East,Cash,False,Sunny,20.65770278744945,Excellent,Negative,29,In Store,Matthew Figueroa,"366 Jennifer Burg
New Mollystad, MS 60748",001-381-321-0399x774,gjones@example.com,Courtney Schmitt,lnavarro@example.org,Monday,25.70318273196157
2023-01-23 11:00:00,Chocolate Cake,2,17.401201520393705,North,Cash,False,Sunny,24.899328586220133,Excellent,Neutral,37,Phone Order,Catherine Dixon,"5723 Joyce Squares Apt. 631
East Troytown, IN 98967",001-933-770-2267x873,wallsjessica@example.org,Terry Schmidt,zunigaian@example.org,Monday,34.80240304078741
2023-01-23 12:00:00,Vanilla Cake,4,5.714618861547599,West,Online,False,Sunny,29.34971650638586,Excellent,Positive,56,Phone Order,Sara Cross,"9454 Megan Gateway Suite 344
West Hollystad, MS 16208",+1-279-279-7527x17708,michealkaiser@example.org,Deborah Cohen,sfrancis@example.com,Monday,22.858475446190397
2023-01-23 13:00:00,Pizza Pepperoni,2,15.90123836252295,East,Online,False,Sunny,20.844999166988597,Poor,Neutral,17,In Store,Scott Martin,"1546 Jason View Suite 419
West Heather, HI 88607",(873)735-4192,coffeypamela@example.net,Dr. Matthew Graham,tina22@example.net,Monday,31.8024767250459
2023-01-23 14:00:00,Carrot Cake,3,16.608593326559976,South,Cash,False,Cloudy,20.35826286978714,Poor,Positive,51,Online Order,Todd Little,"602 Burton Gateway Apt. 909
Figueroaport, PA 32682",001-227-793-2473x83724,owensdylan@example.com,David Strong,michelle16@example.net,Monday,49.82577997967993
2023-01-23 15:00:00,Vanilla Cake,1,10.289039088932872,East,Credit Card,True,Sunny,26.75036359291704,Excellent,Neutral,43,Phone Order,Barbara Thompson,"4126 John Place Apt. 089
Hernandezberg, TN 65706",927-582-8990,robert14@example.org,Bradley Lynch,blake18@example.net,Monday,10.289039088932872
2023-01-23 16:00:00,Vanilla Cake,1,17.3718178441668,South,Cash,True,Cloudy,24.99035269539005,Excellent,Neutral,59,Online Order,Derrick Marshall,"479 Edward Burgs
Rachelfurt, NY 49428",6406602404,judith72@example.com,William Bray,,Monday,17.3718178441668
2023-01-23 17:00:00,Pizza Margherita,4,12.734891087846801,North,Online,False,Cloudy,26.57447912049749,Average,Neutral,22,In Store,Lisa Rogers,"3319 John Unions Suite 459
Lake Jamesstad, IN 67331",289.452.2892x670,angela20@example.net,Dawn Morales,stephanie92@example.com,Monday,50.939564351387205
2023-01-23 18:00:00,Pizza Pepperoni,1,11.949404799091951,North,Cash,False,Sunny,23.940399648200078,Poor,,36,In Store,Frank Cook,"409 Giles Overpass
North Charles, PA 24473",985.853.5376x9652,gloriabrowning@example.org,Darlene Romero,ocrawford@example.org,Monday,11.949404799091951
2023-01-23 19:00:00,Chocolate Cake,4,5.6810492220303885,West,Online,True,Cloudy,,Poor,Negative,43,Phone Order,Annette Young,"827 Gonzalez Courts Apt. 504
East Frankfurt, LA 48427",(357)394-7292,brendaroberts@example.net,Jeffery Patel,byrdchris@example.net,Monday,22.724196888121554
2023-01-23 20:00:00,Pizza Beef Double decker,4,9.350437904733589,South,Online,False,Sunny,30.337150354705066,Excellent,Negative,16,In Store,Morgan Simon,"4716 Hall Crescent
Port Laurastad, FL 79041",3346338211,myerskaren@example.net,Donald Willis,dmyers@example.com,Monday,37.401751618934355
2023-01-23 21:00:00,Pizza Beef Double decker,4,18.965149563279496,North,Cash,True,Sunny,27.718566744017007,Average,Negative,55,In Store,Mr. Derek Morris,"6498 Franco Coves
Port Joshua, TN 83447",736.571.7720x099,kedwards@example.net,Donna Steele,travis47@example.com,Monday,75.86059825311798
2023-01-23 22:00:00,Chocolate Cake,1,10.8773594492525,South,Cash,True,Rainy,23.002313168740503,Average,Neutral,59,In Store,Deanna Rodriguez,"41424 Williams Throughway Suite 692
Suzanneville, PW 25454",763.978.4772,heatherbrown@example.org,Michael Bennett,,Monday,10.8773594492525
2023-01-23 23:00:00,Chocolate Cake,4,13.200507808351524,North,Credit Card,True,Sunny,24.793841393899974,Excellent,Positive,15,Phone Order,David Stafford,"346 Heather Lock Suite 833
Jenniferstad, MD 85805",4469660975,gutierrezsteven@example.net,Brittany Davis,kcurtis@example.com,Monday,52.8020312334061
2023-01-24 00:00:00,Pizza Pepperoni,1,12.980325184763776,East,Online,False,Rainy,,Excellent,Neutral,58,Phone Order,Marc Todd,"26943 Jones Fall
New Stephanie, FL 61448",001-937-530-7578,ethomas@example.net,Jimmy Woods,,Tuesday,12.980325184763776
2023-01-24 01:00:00,Chocolate Cake,4,13.8564663473404,North,Credit Card,False,Cloudy,21.083440224087166,Poor,Positive,34,Phone Order,Scott Bell,"67690 King River Suite 644
New David, MS 57819",+1-440-531-5049,peggy52@example.com,Shannon Hardin,hbecker@example.net,Tuesday,55.4258653893616
2023-01-24 02:00:00,Pizza Margherita,5,5.919964334649239,West,Cash,False,Rainy,22.21179513899269,Excellent,Neutral,35,In Store,Kevin James,"646 Knight Glen
Davidbury, OR 78305",(353)415-2903x72217,jacobdavis@example.com,Michael Tran,,Tuesday,29.599821673246197
2023-01-24 03:00:00,Carrot Cake,4,10.432643821980925,East,Online,True,Cloudy,21.09868406161085,Good,,51,Online Order,Corey Collins,"1385 Thompson Locks Apt. 595
South Staceymouth, CO 83143",269-277-2771x0144,mark71@example.net,Rebecca King,zimmermanjustin@example.net,Tuesday,41.7305752879237
2023-01-24 04:00:00,Chocolate Cake,2,15.846924108238312,West,Credit Card,True,Sunny,32.18475999071178,Average,Positive,22,In Store,Keith Payne,"446 Matthew Ways
East Stephanie, IL 40826",814-966-6328x59884,bryanoneal@example.com,Kevin Mendez,aprince@example.net,Tuesday,31.693848216476624
2023-01-24 05:00:00,Pizza Beef Double decker,4,8.008403766094744,East,Credit Card,True,Cloudy,,Excellent,Positive,41,Phone Order,Thomas Patel,"145 Davis River Apt. 811
North Alanmouth, MP 01626",+1-237-849-2040x83034,sabrinaramirez@example.net,Dennis Taylor,gregory92@example.org,Tuesday,32.03361506437898
2023-01-24 06:00:00,Chocolate Cake,3,8.053675663195406,South,Credit Card,False,Cloudy,31.299693978188856,Good,Neutral,49,Online Order,Victoria Moore,"476 Desiree Grove
Karentown, FM 74269",+1-694-814-8887,,Robert Campbell,paul49@example.org,Tuesday,24.16102698958622
2023-01-24 07:00:00,Pizza Margherita,4,5.151359100335371,West,Cash,True,Sunny,30.74488015214042,Average,Negative,20,Online Order,Dawn Day,"23657 Parker Club
Andersonburgh, IL 28245",344.485.3471,robert65@example.org,Tonya Harris,carlpadilla@example.com,Tuesday,20.605436401341485
2023-01-24 08:00:00,Cheesecake,2,11.562228899123145,North,Cash,True,Cloudy,30.04078135504804,Good,Neutral,59,Phone Order,Nancy Madden,"9769 Stephens Forges Suite 941
Port Christy, VT 15798",329-992-0875x6264,sarah08@example.net,Michael Thompson,davidjohnson@example.com,Tuesday,23.12445779824629
2023-01-24 09:00:00,Cheesecake,2,18.24101571010133,South,Cash,False,Sunny,27.154878730672625,Good,Neutral,58,Online Order,Candice Brown,"811 Day Prairie
New Michael, MD 27386",(974)436-0277x30990,jason59@example.com,Albert Mitchell,,Tuesday,36.48203142020266
2023-01-24 10:00:00,Vanilla Cake,1,5.778514153809635,North,Online,True,Rainy,29.634172452606727,Excellent,Positive,33,Online Order,Joseph Lane,"748 Garrett Knoll
West Daniel, NC 71781",581-273-6005,edwardrodriguez@example.com,Kristopher Smith,brittanyparker@example.net,Tuesday,5.778514153809635
2023-01-24 11:00:00,Red Velvet Cake,5,7.866780642440039,East,Cash,True,Sunny,20.57542332181962,Average,Positive,32,Phone Order,Stephen Harrison,"947 Madison Crest
Danielchester, VT 53860",001-950-663-4683x639,jmcdonald@example.net,Kyle Deleon,,Tuesday,39.3339032122002
2023-01-24 12:00:00,Carrot Cake,4,9.651268075141326,East,Online,False,Sunny,29.32196633985177,Good,Negative,15,Online Order,Whitney Huff,"38934 John Shore
East Jose, AK 47820",778.649.1767,thomasamy@example.org,Alexa Bryant,andrew62@example.net,Tuesday,38.605072300565304
2023-01-24 13:00:00,Fruit Cake,1,15.975871048463194,North,Credit Card,False,Cloudy,31.66816558305316,Poor,Negative,39,Online Order,Nicholas Morris,"85476 Richard Summit Suite 045
Glennburgh, IL 50029",749.359.2067x732,cpierce@example.com,Crystal Hawkins,pmartin@example.org,Tuesday,15.975871048463194
2023-01-24 14:00:00,Vanilla Cake,5,14.609533892038797,North,Credit Card,True,Rainy,27.505375405765854,Average,Positive,41,Phone Order,Kenneth Phillips,"46337 Marcus Heights Suite 115
New Johnshire, RI 76844",770-963-4210,kfranklin@example.com,Jessica Mendoza,,Tuesday,73.04766946019399
2023-01-24 15:00:00,Cheesecake,4,11.239158568727825,South,Cash,False,Sunny,25.362699926408553,Poor,,21,Online Order,Mark Foster,"417 Howard Trafficway
Matthewburgh, VI 23408",6049957743,cody54@example.net,Gregory Ramirez,ashleydavila@example.com,Tuesday,44.9566342749113
2023-01-24 16:00:00,Pizza Beef Double decker,3,16.386034088875636,North,Credit Card,True,Rainy,24.161401022014687,Excellent,Negative,58,Online Order,Karen Woods,"470 Murray Street
East Mark, RI 54034",4616690628,elewis@example.net,Derrick Carlson,hkrueger@example.org,Tuesday,49.15810226662691
2023-01-24 17:00:00,Fruit Cake,4,14.14446517485353,West,Cash,False,Rainy,29.64203075243124,Poor,Positive,56,Online Order,William Allen,"8253 Ann Well Suite 605
New Maxmouth, MD 04701",(908)398-7161x568,kathleen08@example.net,Sarah Harper,,Tuesday,56.57786069941412
2023-01-24 18:00:00,Vanilla Cake,2,18.440611994858287,West,Online,True,Cloudy,30.39201797944863,Average,Neutral,43,Online Order,Crystal Gordon,"307 Ronald Mission
Shannonville, TN 74503",663.642.0890x83256,nhoward@example.com,Peter Sanders,robertbowman@example.com,Tuesday,36.881223989716574
2023-01-24 19:00:00,Fruit Cake,2,17.270401237080396,North,Credit Card,False,Sunny,33.064513997938136,Good,Negative,45,Phone Order,Karen Jordan,"88217 Johnson Heights
Copelandland, WI 96002",762-929-7362x7461,olsonmatthew@example.com,Stacy Hernandez,tanya92@example.net,Tuesday,34.54080247416079
2023-01-24 20:00:00,Pizza Pepperoni,3,8.792204091338007,West,Cash,True,Cloudy,25.13501123691486,Good,Positive,58,In Store,Marilyn Edwards,"352 Nicole Inlet Suite 857
West Natasha, CT 04492",905-463-7968x469,gregory84@example.org,Stephen Kennedy,serranodaniel@example.com,Tuesday,26.376612274014022
2023-01-24 21:00:00,Red Velvet Cake,1,9.071578664513003,North,Credit Card,False,Sunny,31.546584610783782,Average,Negative,57,In Store,Erika Martinez,"183 Torres Island
Lake Abigailton, MH 22754",928-647-5861,waterskyle@example.com,Edward Owens,veronica87@example.net,Tuesday,9.071578664513003
